# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  3 20:42:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%imaging%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HIP 78530 b,HIP 78530,0,1,1,Imaging,2010,Gemini Observatory,Published Confirmed,0,<a refstr=LAFRENIERE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...42L/abstract target=ref> Lafreni&egrave;re et al. 2011 </a>,,,,,,,,,,,,,,,,,7322.49000,1271.27000,-1271.27000,0,23.04000,4.00000,-4.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8738.00,465.50,-286.19,0,2.11,0.07,-0.06,0,2.19,0.45,-0.24,0,,,,,,4.13,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m55.44s,240.4810052,-21d58m49.77s,-21.9804920,136.7590000,1.4930000,-1.4620000,7.1691000,0.0459000,-0.0459000,,,,7.1466500,0.0002930,-0.0002930,2014-05-14,2011-03,2014-05-14
HIP 78530 b,HIP 78530,1,1,1,Imaging,2010,Gemini Observatory,Published Confirmed,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,740.000000,60.000000,-60.000000,0,,,,,,,,,7300.00000,300.00000,-300.00000,0,23.00000,1.00000,-1.00000,0,Mass,,,,,,,,,2700,100,-100,0,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,B9 V,10500.00,,,0,,,,,2.50,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m55.44s,240.4810052,-21d58m49.77s,-21.9804920,136.7590000,1.4930000,-1.4620000,7.1691000,0.0459000,-0.0459000,,,,7.1466500,0.0002930,-0.0002930,2015-04-01,2015-03,2015-04-01
HIP 78530 b,HIP 78530,0,1,1,Imaging,2010,Gemini Observatory,Published Confirmed,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,740.000000,60.000000,-60.000000,0,,,,,,,,,7700.00000,700.00000,-700.00000,0,24.00000,2.00000,-2.00000,0,Mass,,,,,,,,,2700,100,-100,0,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,10500.00,,,0,,,,,2.50,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m55.44s,240.4810052,-21d58m49.77s,-21.9804920,136.7590000,1.4930000,-1.4620000,7.1691000,0.0459000,-0.0459000,,,,7.1466500,0.0002930,-0.0002930,2015-04-01,2015-03,2015-04-01
HIP 79098 AB b,HIP 79098 AB,1,2,1,Imaging,2019,Paranal Observatory,Published Confirmed,0,<a refstr=JANSON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...626A..99J/abstract target=ref>Janson et al. 2019</a>,,,,,345.000000,6.000000,-6.000000,0,,,,,,,,,6515.51500,1430.23500,-1430.23500,0,20.50000,4.50000,-4.50000,0,Mass,,,,,,,,,2450,150,-150,0,0,<a refstr=JANSON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...626A..99J/abstract target=ref>Janson et al. 2019</a>,,,,,,,,,,3.75,1.25,-1.25,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h08m43.71s,242.1821202,-23d41m07.89s,-23.6855244,145.7980000,2.5620000,-2.4760000,5.8600000,0.0300000,-0.0300000,5.7070000,0.0180000,-0.0180000,5.8387100,0.0008369,-0.0008369,2019-07-03,2019-06,2019-07-11
HIP 81208 C b,HIP 81208 C,1,3,1,Imaging,2023,Paranal Observatory,Published Confirmed,0,<a refstr=CHOMEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230701195C/abstract target=ref>Chomez et al. 2023</a>,104100.00000000,107260.00000000,-40934.00000000,0,23.040000,13.880000,-6.550000,0,,,,,,,,,4703.86042,127.13136,-127.13136,0,14.80000,0.40000,-0.40000,0,Mass,,,,,,,,,2050,35,-20,0,0,<a refstr=CHOMEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230701195C/abstract target=ref>Chomez et al. 2023</a>,M,,,,,,,,,0.14,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h35m13.8s,248.8075000,-35d43m29.13s,-35.7247583,147.5330000,1.4830000,-1.4540000,,,,,,,,,,2023-07-25,2023-07,2023-07-25
HIP 99770 b,HIP 99770,1,1,1,Imaging,2023,Multiple Observatories,Published Confirmed,0,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221200034C/abstract target=ref>Currie et al. 2022</a>,18600.00000000,6200.00000000,-2800.00000000,0,16.900000,3.400000,-1.900000,0,,,,,,,,,5117.03735,1716.27340,-1589.14204,0,16.10000,5.40000,-5.00000,0,Mass,0.250000,0.140000,-0.160000,0,,,,,,,,,0,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221200034C/abstract target=ref>Currie et al. 2022</a>,A5-A6,8000.00,,,0,,,,,1.85,0.19,-0.19,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h14m32.12s,303.6338344,+36d48m23.78s,36.8066046,40.0765000,0.2847000,-0.2807000,4.9429200,0.0230000,-0.0230000,4.4220000,0.0170000,-0.0170000,4.9147000,0.0038674,-0.0038674,2023-04-17,2022-11,2023-04-17
HN Peg b,HN Peg,1,1,1,Imaging,2006,Spitzer Space Telescope,Published Confirmed,0,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,,,,,773.000000,13.000000,-13.000000,0,11.777,1.527,-0.654,0,1.051,0.136,-0.058,0,6991.57000,2996.39000,-2996.39000,0,21.99870,9.42803,-9.42803,0,Mass,,,,,,,,,,,,,0,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,G0 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h44m31.58s,326.1315705,+14d46m17.23s,14.7714524,18.1186000,0.0201000,-0.0201000,5.9770700,0.0230000,-0.0230000,4.5590000,0.0380000,-0.0380000,5.8236300,0.0018480,-0.0018480,2014-05-14,2007-01,2014-05-14
HR 2562 b,HR 2562,1,1,1,Imaging,2016,Gemini Observatory,Published Confirmed,0,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...4K/abstract target=ref>Konopacky et al. 2016</a>,,,,,20.300000,0.300000,-0.300000,0,12.442,1.233,-1.233,0,1.110,0.110,-0.110,0,9534.90000,4767.45000,-4767.45000,0,30.00000,15.00000,-15.00000,0,Mass,,,,,,,,,1200,100,-100,0,0,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...4K/abstract target=ref>Konopacky et al. 2016</a>,F5 V,,,,,,,,,1.30,,,0,0.020,0.060,-0.070,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h50m01.03s,102.5042716,-60d14m55.24s,-60.2486775,34.0071000,0.0480000,-0.0478000,6.1100000,0.0300000,-0.0300000,5.0200000,0.0160000,-0.0160000,5.9974100,0.0006596,-0.0006596,2016-09-06,2016-09,2016-09-08
HR 8799 b,HR 8799,0,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,166510.17000000,9021.68000000,-9021.68000000,0,67.960000,1.850000,-1.850000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,,,,,,,,,,1.51,0.04,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2015-12-02,2016-03,2015-12-03
HR 8799 b,HR 8799,0,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,,,,,,,,,6.725,,,0,0.600,,,0,,,,,,,,,,,,,,,,,,1200,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2015-12-02,2016-03,2015-12-03
HR 8799 b,HR 8799,0,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,171667.50000000,,,0,70.000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2016-08-04,2016-08,2016-08-04
HR 8799 b,HR 8799,1,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,170000.00000000,,,0,68.000000,,,0,13.000,1.000,-1.000,0,1.200,0.100,-0.100,0,2000.00000,1000.00000,-600.00000,0,7.00000,4.00000,-2.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,A5 V,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2014-05-14,2008-11,2014-05-14
HR 8799 c,HR 8799,1,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,69000.00000000,,,0,38.000000,,,0,13.000,1.000,0.000,0,1.200,0.100,0.000,0,3000.00000,1000.00000,-1000.00000,0,10.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,A5 V,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2014-05-14,2008-11,2014-05-14
HR 8799 c,HR 8799,0,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,83255.09000000,4510.84000000,-4510.84000000,0,42.810000,1.160000,-1.160000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,,,,,,,,,,1.51,0.04,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2015-12-02,2016-03,2015-12-03
HR 8799 c,HR 8799,0,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,,,,,,,,,11.209,,,0,1.000,,,0,,,,,,,,,,,,,,,,,,1200,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2015-12-02,2016-03,2015-12-03
HR 8799 c,HR 8799,0,1,4,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,67571.25000000,,,0,38.000000,,,0,,,,,,,,,,,,,,,,,,0.500000,,,1,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2016-08-04,2016-08,2016-08-04
HR 8799 d,HR 8799,0,1,4,Imaging,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,41627.54000000,2257.24000000,-2257.24000000,0,26.970000,0.730000,-0.730000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,,,,,,,,,,1.51,0.04,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2015-12-02,2016-03,2015-12-03
HR 8799 d,HR 8799,0,1,4,Imaging,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,,,,,,,,,,,,,,,,,,,,,,,,,,0.600000,,,1,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2016-07-26,2016-08,2016-07-28
HR 8799 d,HR 8799,0,1,4,Imaging,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,,,,,,,,,10.088,,,0,0.900,,,0,,,,,,,,,,,,,,,,,,1300,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2015-12-02,2016-03,2015-12-03
